record_identifier,county,prior_label_value,corrected_label_value,reason_for_correction,evidence_path,timestamp,qa_status
kern_27815233009_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27815301003_prop_intel_dossier.md,Kern,"**APN**: 278-153-01-00-3 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 278-153-01-00-3 (ATN) / **Assessor APN**: 278-153-01 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27815301003_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27815301003_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27816101002_prop_intel_dossier.md,Kern,"**APN**: 278-161-01-00-2 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 278-161-01-00-2 (ATN) / **Assessor APN**: 278-161-01 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27816101002_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27816101002_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27818131005_prop_intel_dossier.md,Kern,"**APN**: 278-181-31-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 278-181-31-00-5 (ATN) / **Assessor APN**: 278-181-31 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27818131005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27818131005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27819209002_prop_intel_dossier.md,Kern,"**APN**: 278-192-09-00-2 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 278-192-09-00-2 (ATN) / **Assessor APN**: 278-192-09 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27819209002_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27819209002_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27822218006_prop_intel_dossier.md,Kern,"**APN**: 278-222-18-00-6 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 278-222-18-00-6 (ATN) / **Assessor APN**: 278-222-18 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27822218006_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27822218006_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27825410005_prop_intel_dossier.md,Kern,"**APN**: 278-254-10-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 278-254-10-00-5 (ATN) / **Assessor APN**: 278-254-10 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27825410005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27825410005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27902203001_prop_intel_dossier.md,Kern,"**APN**: 279-022-03-00-1 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 279-022-03-00-1 (ATN) / **Assessor APN**: 279-022-03 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27902203001_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27902203001_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27903106006_prop_intel_dossier.md,Kern,"**APN**: 279-031-06-00-6 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 279-031-06-00-6 (ATN) / **Assessor APN**: 279-031-06 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27903106006_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27903106006_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27903108002_prop_intel_dossier.md,Kern,"**APN**: 279-031-08-00-2 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 279-031-08-00-2 (ATN) / **Assessor APN**: 279-031-08 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27903108002_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27903108002_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27906107008_prop_intel_dossier.md,Kern,"**APN**: 279-061-07-00-8 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 279-061-07-00-8 (ATN) / **Assessor APN**: 279-061-07 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27906107008_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27906107008_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27908212005_prop_intel_dossier.md,Kern,"**APN**: 279-082-12-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 279-082-12-00-5 (ATN) / **Assessor APN**: 279-082-12 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27908212005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27908212005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_27910116005_prop_intel_dossier.md,Kern,"**APN**: 279-101-16-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 279-101-16-00-5 (ATN) / **Assessor APN**: 279-101-16 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27910116005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_27910116005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28018106000_prop_intel_dossier.md,Kern,"**APN**: 280-181-06-00-0 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 280-181-06-00-0 (ATN) / **Assessor APN**: 280-181-06 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28018106000_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28018106000_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28113102000_prop_intel_dossier.md,Kern,"**APN**: 281-131-02-00-0 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 281-131-02-00-0 (ATN) / **Assessor APN**: 281-131-02 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28113102000_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28113102000_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28114305006_prop_intel_dossier.md,Kern,"**APN**: 281-143-05-00-6 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 281-143-05-00-6 (ATN) / **Assessor APN**: 281-143-05 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28114305006_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28114305006_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28119219005_prop_intel_dossier.md,Kern,"**APN**: 281-192-19-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 281-192-19-00-5 (ATN) / **Assessor APN**: 281-192-19 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28119219005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28119219005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28125005007_prop_intel_dossier.md,Kern,"**APN**: 281-250-05-00-7 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 281-250-05-00-7 (ATN) / **Assessor APN**: 281-250-05 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28125005007_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28125005007_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28125022006_prop_intel_dossier.md,Kern,"**APN**: 281-250-22-00-6 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 281-250-22-00-6 (ATN) / **Assessor APN**: 281-250-22 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28125022006_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28125022006_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28214109001_prop_intel_dossier.md,Kern,"**APN**: 282-141-09-00-1 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 282-141-09-00-1 (ATN) / **Assessor APN**: 282-141-09 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28214109001_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28214109001_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28218112001_prop_intel_dossier.md,Kern,"**APN**: 282-181-12-00-1 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 282-181-12-00-1 (ATN) / **Assessor APN**: 282-181-12 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28218112001_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28218112001_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28220112006_prop_intel_dossier.md,Kern,"**APN**: 282-201-12-00-6 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 282-201-12-00-6 (ATN) / **Assessor APN**: 282-201-12 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28220112006_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_28220112006_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_28224214001_prop_intel_dossier.md,Kern,"**APN**: 282-242-14-00-1 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 282-242-14-00-1 (ATN) / **Assessor APN**: 282-242-14 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
